Average Fitness,Maximum Fitness,Dominant Fitness
50.0878,59.1471,37.7487
53.7436,59.5144,55.8946
56.0727,60.5508,56.4353
57.6978,61.5401,59.5144
58.9646,61.9944,59.5144
59.8622,63.7395,60.134
60.6632,64.463,61.3704
61.5101,65.1009,62.5562
62.4908,65.382,62.5562
63.4785,65.9236,64.2153
64.1489,66.4539,64.2998
64.6109,68.1572,65.382
65.1555,68.193,66.3739
65.7365,68.4544,66.3739
66.2922,68.9924,68.193
66.9339,69.5014,68.193
67.3525,69.6983,68.193
67.6122,69.7086,68.193
68.0319,70.8287,68.9924
68.4123,70.8287,69.5014
68.6615,71.5345,69.5014
69.0399,71.5345,70.2303
69.4367,72.1233,70.2303
69.8927,72.3218,71.5345
70.3887,72.3218,71.5345
70.7565,73.0977,71.5345
70.9688,73.0977,72.1233
71.2396,73.0977,72.1233
71.4517,73.2795,72.3218
71.6989,73.7622,72.6554
71.8991,73.9054,73.0977
72.0621,73.9054,73.0977
72.3478,74.0345,73.0977
72.5784,74.1776,73.6298
72.7619,74.2542,73.9054
72.9153,74.2542,73.9054
72.9638,74.2697,73.9054
73.0509,74.2697,74.0345
73.1132,74.2697,74.2542
73.133,74.5947,74.2542
73.2465,74.5947,74.2542
73.2395,74.6031,74.2542
73.277,74.6085,74.2697
73.3297,74.6538,74.2697
73.4739,74.6538,74.5947
73.5948,74.6592,74.5947
73.6098,74.9335,74.6031
73.6449,74.9335,74.6538
73.6613,74.9335,74.6538
73.6459,74.9842,74.6538
73.6801,74.9842,74.6538
73.7241,74.9842,74.6592
73.7623,74.9842,74.9335
73.8712,74.9842,74.9842
73.8782,74.9842,74.9842
73.9535,74.9842,74.9842
73.925,74.9842,74.9842
73.8718,74.9842,74.9842
73.9667,74.9842,74.9842
73.9634,74.9842,74.9842
74.0191,74.9842,74.9842
73.8983,74.9842,74.9842
74.0326,74.9842,74.9842
73.9247,74.9842,74.9842
73.8838,74.9842,74.9842
73.9019,74.9842,74.9842
73.9637,74.9842,74.9842
73.9121,74.9842,74.9842
73.9371,74.9842,74.9842
73.9174,74.9842,74.9842
73.9956,74.9842,74.9842
73.9193,74.9842,74.9842
73.9435,74.9842,74.9842
73.9369,74.9842,74.9842
73.9335,74.9842,74.9842
73.9888,74.9842,74.9842
73.9396,74.9842,74.9842
74.0122,74.9842,74.9842
73.9774,74.9842,74.9842
73.8638,74.9842,74.9842
73.9044,74.9842,74.9842
73.9541,74.9842,74.9842
73.9501,74.9842,74.9842
73.9169,74.9842,74.9842
73.9374,74.9842,74.9842
73.9624,74.9842,74.9842
73.922,74.9842,74.9842
74.005,74.9842,74.9842
73.9067,74.9842,74.9842
73.9431,74.9842,74.9842
73.9678,74.9842,74.9842
73.9922,74.9842,74.9842
73.9293,75.1173,74.9842
73.963,75.1173,74.9842
73.9989,75.1173,74.9842
73.8818,75.1173,74.9842
73.9879,75.1173,74.9842
73.9512,75.1173,74.9842
73.971,75.1173,75.1173
74.0227,75.1173,75.1173
