Average Fitness,Maximum Fitness,Dominant Fitness
50.1008,57.6664,41.1048
53.74,58.9701,57.336
55.8585,59.7752,56.2968
57.1439,61.0938,57.336
58.1104,61.4097,58.2931
59.1166,62.2904,59.4017
59.9589,62.7586,60.809
60.695,63.2824,61.4097
61.3574,64.0328,61.4097
61.9447,64.3327,62.5927
62.5427,64.8652,62.7586
63.0886,65.6697,64.0328
63.5856,65.7491,64.0328
64.1211,66.7599,64.8652
64.6148,66.836,65.2644
65.0066,67.1114,65.6697
65.4301,67.6784,65.7491
65.8101,68.5924,66.2349
66.1594,68.7948,66.9415
66.5932,68.7948,67.1697
66.9785,68.9056,68.5924
67.3119,69.6727,68.5924
67.5836,69.9036,68.5924
67.9353,69.94,68.5924
68.2335,70.3361,69.2976
68.5309,70.572,69.2976
68.8303,71.1528,69.6727
69.0509,71.1528,69.94
69.2879,71.2564,70.0465
69.5828,71.4624,70.2631
69.7679,71.9749,71.0333
70.0574,71.9749,71.0333
70.268,72.1803,71.0333
70.4784,72.1995,71.5729
70.6363,72.1995,71.9574
70.879,72.4541,71.9749
70.9445,72.4541,71.9749
71.138,72.4541,72.1803
71.225,72.6928,72.1803
71.2106,72.6928,72.217
71.3891,72.7282,72.4541
71.4577,72.7282,72.4541
71.499,72.7282,72.4541
71.4827,73.1254,72.4541
71.6137,73.1254,72.4541
71.6341,73.4181,72.7282
71.8456,73.4181,72.7282
71.8373,73.4181,72.7282
71.9403,73.6391,72.7282
72.1257,73.6391,73.1254
72.2321,73.6391,73.4181
72.3383,73.6391,73.4181
72.3915,73.6391,73.4181
72.4825,73.6391,73.4181
72.6099,73.6391,73.6391
72.5885,73.6391,73.6391
72.6476,73.6391,73.6391
72.5777,73.6391,73.6391
72.6057,73.6391,73.6391
72.5511,73.6391,73.6391
72.5438,74.3186,73.6391
72.538,74.3186,73.6391
72.6019,74.3186,73.6391
72.6118,74.3186,73.6391
72.6931,74.3186,73.6391
72.7925,74.3186,73.6391
72.9223,74.3186,74.3186
73.09,74.3186,74.3186
73.1721,74.3186,74.3186
73.2131,74.3186,74.3186
73.1831,74.3186,74.3186
73.2038,74.3186,74.3186
73.1056,74.3186,74.3186
73.2658,74.3186,74.3186
73.2055,74.3186,74.3186
73.1501,74.3186,74.3186
73.1312,74.3186,74.3186
73.1658,74.3186,74.3186
73.1991,74.3186,74.3186
73.1859,74.3186,74.3186
73.2263,74.3186,74.3186
73.1872,74.3186,74.3186
73.2206,74.3186,74.3186
73.223,74.3186,74.3186
73.2212,74.3186,74.3186
73.2616,74.3186,74.3186
73.1613,74.3186,74.3186
73.1967,74.5158,74.3186
73.2112,74.5158,74.3186
73.1997,74.5158,74.3186
73.178,74.5158,74.3186
73.2753,74.5886,74.3186
73.3049,75.3387,74.3186
73.3966,75.3387,74.5158
73.4167,75.3387,74.5158
73.5227,75.3387,74.5158
73.6443,75.4649,74.5158
73.8931,75.4649,75.3387
74.0826,75.4649,75.3387
74.1546,75.4649,75.3387
