Fitness,Genome
59.7236,1000001000111101000010000100010101000001100011100010101011110100110111110111100100101100110110001000
59.9085,1000001000111101000010000100010101000001100011100010101011110100110111110111100100101100010110011000
60.7802,1000001000111101000010000100010101000001100011100010101011110100110111110111100100100101110110001000
61.5615,1000001001111101000010000100010101000001100011100010101011110100110111110111100100101100110011001000
62.0986,1000001001111101000010000100010101000001100011100010101010110100110111110111101100101100110110001000
62.9209,1100000000000000011011101101101101100001001001111010110110110001110110110011000010000101110000001111
63.7,1000001001111101000000000100010101000001100011100010101000110100110111110111101100100100110010001000
64.1263,1000001001111101000000000100010101000001100010100010101000110100110111110111101100100100110010001000
65.0579,1000001001111101000000000100010101000001100010100010101000110100110111110111101100100000110010001000
65.149,1000001001111111100000000100010101000101101011100010101010110100110111110011100100101000110011001010
65.9809,1000001011111101000000001100000101100000101111100010101010110100110111110111101000101000110011001000
66.2872,1000001001111101000000000100010101000001000010100010101000010100110111110111110100100000110010001000
67.6227,1000001001111101000110000100000101100001010111100010101010110100110111110111101100101000110011011000
67.9275,1000001001111100000110000100000101100001010111100010101010110100110111110111101100101000110011011000
68.6931,1000001001111100000000000100000101100001010111100010101010110100110111110111101100101000110011011000
68.6931,1000001001111100000000000100000101100001010111100010101010110100110111110111101100101000110011011000
68.8363,1000001001111100001111000100000101100001010111100010101010110100110111110111101100101000110011011000
69.1969,1000001001111000000011000100010111000101100010100110101010110100110111110001110101100000110011001110
70.102,1100001001110100000110000100000101100001010100100010101010110101110111110111101100101000110001011000
70.102,1100001001110100000110000100000101100001010100100010101010110101110111110111101100101000110001011000
70.102,1100001001110100000110000100000101100001010100100010101010110101110111110111101100101000110001011000
70.5703,1100001001110100000110000100000101100001010100100010101010110101110111110111101100100000110001011000
70.5703,1100001001110100000110000100000101100001010100100010101010110101110111110111101100100000110001011000
70.9212,1100001001110100001110000100000101100001010100100010101010110101110111110111101100100000110001011000
70.9212,1100001001110100001110000100000101100001010100100010101010110101110111110111101100100000110001011000
70.9212,1100001001110100001110000100000101100001010100100010101010110101110111110111101100100000110001011000
71.376,1100001001110100000110000100000101100001010100100010101010110001110111110111101001100000110011011000
71.4791,1100001001110100001111000100000101100001010100100010101010110101110111110111101100100000110001011000
71.4791,1100001001110100001111000100000101100001010100100010101010110101110111110111101100100000110001011000
71.7245,1100001001110100000110000100000101100001010100100010101010110101110111110111110101100000110001011000
71.8292,1100001001110100000110000100000101100001010100100010101010110001110111110011110101100000110001011000
72.8389,1100001001110100000110000100000101100001010100100010101010110001110111110001110101100000110001011000
72.8645,1100001001110100000110000100000101100001010100100010101010110001110111110001110101100000110011011000
72.8645,1100001001110100000110000100000101100001010100100010101010110001110111110001110101100000110011011000
72.8645,1100001001110100000110000100000101100001010100100010101010110001110111110001110101100000110011011000
72.8645,1100001001110100000110000100000101100001010100100010101010110001110111110001110101100000110011011000
73.2154,1100001001110100001110000100000101100001010100100010101010110001110111110001110101100000110011011000
73.2154,1100001001110100001110000100000101100001010100100010101010110001110111110001110101100000110011011000
73.2154,1100001001110100001110000100000101100001010100100010101010110001110111110001110101100000110011011000
73.2974,1100001001110100001110000100000101100001010100100010101010110001110111110001110101100000110011011001
73.3984,1100001001110100000011000100000101100001010100100010101010110001110111110001110101100000110001011000
73.7733,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011000
73.7733,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011000
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
73.8554,1100001001110100001111000100000101100001010100100010101010110001110111110001110101100000110011011001
