Average Fitness,Maximum Fitness,Dominant Fitness
51.002,60.5844,40.0257
54.5601,61.2039,55.0374
57.1833,62.2032,57.6918
59.1274,63.1581,60.5844
60.3897,63.2767,60.5844
61.3618,64.8452,62.2032
62.1837,65.3286,63.1581
62.8906,66.0801,63.1581
63.6712,66.7319,64.8452
64.4481,67.3587,66.0801
65.1225,67.4156,66.0801
65.7265,68.283,66.0801
66.195,68.5956,66.7319
66.6836,70.0041,67.4156
67.2165,70.0074,68.3246
67.7599,70.7087,68.3246
68.1882,71.6176,69.4404
68.6937,71.2776,70.0041
69.1406,71.8002,70.0041
69.5002,71.8361,70.0041
70.0109,72.2391,70.913
70.3165,72.5191,71.2776
70.6382,72.8935,71.2776
70.8672,73.2391,71.8002
71.1954,73.2391,71.8002
71.4242,73.2391,72.6508
71.5855,73.3697,72.6508
71.7794,73.3697,72.8935
71.9712,73.501,72.8935
72.1379,73.7512,72.8935
72.2089,73.8977,73.2391
72.3589,73.8977,73.3697
72.4475,74.3394,73.3697
72.6356,74.3394,73.3697
72.6691,74.3394,73.8977
72.8669,74.5559,73.8977
73.0157,74.5889,73.8977
73.0046,74.5889,74.2531
73.1393,75.0579,74.2531
73.3716,75.18,74.2531
73.4256,75.18,74.5889
73.5733,75.2096,74.5889
73.7036,75.2497,74.5889
73.946,75.2497,75.0579
73.9536,75.5899,75.0579
74.0787,75.5899,75.18
74.1053,75.5899,75.2096
74.156,75.8408,75.2096
74.3168,75.8767,75.2096
74.3418,75.8767,75.3317
74.5163,75.8767,75.7186
74.6896,75.8767,75.8408
74.7075,75.8767,75.8408
74.7066,75.8767,75.8408
74.7761,76.0369,75.8408
74.8257,76.0369,75.8767
74.7969,76.0369,75.8767
74.8459,76.0369,75.8767
74.7653,76.0369,75.8767
74.8664,76.0369,75.8767
74.8447,76.0369,76.0369
74.9354,76.0369,76.0369
74.9614,76.0369,76.0369
74.9535,76.0369,76.0369
74.9999,76.0369,76.0369
75.0028,76.0369,76.0369
75.0267,76.0369,76.0369
74.8715,76.0369,76.0369
74.8839,76.0369,76.0369
74.9369,76.4468,76.0369
74.9691,76.4468,76.0369
74.9715,76.4468,76.0369
74.9686,76.4468,76.0369
75.0078,76.4468,76.0369
75.124,76.4468,76.0369
75.1491,76.4468,76.4468
75.2693,76.4468,76.4468
75.3272,76.4468,76.4468
75.3344,76.4468,76.4468
75.2839,76.4468,76.4468
75.391,76.4468,76.4468
75.3783,76.4468,76.4468
75.3713,76.4468,76.4468
75.34,76.4468,76.4468
75.366,76.4468,76.4468
75.4387,76.4468,76.4468
75.3435,76.4468,76.4468
75.3858,76.4468,76.4468
75.336,76.4468,76.4468
75.3205,76.4468,76.4468
75.3091,76.4468,76.4468
75.3545,76.4468,76.4468
75.3346,76.4468,76.4468
75.298,76.4468,76.4468
75.334,76.4468,76.4468
75.3345,76.4468,76.4468
75.3996,76.4468,76.4468
75.3619,76.4468,76.4468
75.3683,76.4468,76.4468
75.3035,76.4468,76.4468
