Fitness,Genome
60.9683,0011010001111011010010110001100100001011000110110010101110111000100100101001110011000100100001100100
60.9683,0011010001111011010010110001100100001011000110110010101110111000100100101001110011000100100001100100
61.0179,0011010001111011010010110001100100001011000110110010101110111000100000101001110011000100100001100100
61.7277,0011010001111011010010110000100100001011000110110011101110111000100100101001110011000100100001100100
63.0454,1011010001111011010010110001100100001011000110110010001110111000100100101001110011000100100001100100
63.7214,1011010001111011010010110001100100001011000110110010001110111000110100101001110011000100100001100100
64.6315,0011010001111011010010110001110100001011000110110110101110111000000100101001100011000100100001100100
65.2439,1011010001111011010010110001110100001011000110110010101110111000100100101001111011000100100001100100
65.5177,0011010001111011010010110001110100001011000100100010101110111000110100101001101011000100100001100101
66.164,1011010001111011010010110001110100001011000110110110101110111000000100101001100011000100100001100100
66.8331,1011010001111011010010110001110100001011001110110010001110111000110100101001111011000100100001100100
66.8331,1011010001111011010010110001110100001011001110110010001110111000110100101001111011000100100001100100
67.2864,1011010001111011010010110001110100001011000110111011001110111001100100101001111011000100100001000100
67.5839,1011010001111011010010110000101100001011000100110010001111111000110100101001111011000100000001100100
68.2693,1011010001111011010010110001110100001011000110111011001110111001100100101001111011000101111001000100
68.2693,1011010001111011010010110001110100001011000110111011001110111001100100101001111011000101111001000100
68.867,1011010001111011010010110001010000001011000110111011001110111001100100101001111011000101111001000100
69.1475,1011010001111011010010110001010000001011000110111011001110111000100100101001111011000101111001000100
69.1475,1011010001111011010010110001010000001011000110111011001110111000100100101001111011000101111001000100
69.6454,1011010001111011010010110000110100001011001100111011001110111000110100101001010011000100001001100100
69.7713,1011010001111011010010110001010000001011000110111011001110111000000100101001111011000101111001000100
69.7713,1011010001111011010010110001010000001011000110111011001110111000000100101001111011000101111001000100
70.14,1011010001111011010010110001010000001011001110111011001110111000000100101001111011000101111001000100
70.5227,1011010001111011010010110000010000001011000110111011001110111000000000001001111011000101111001000100
70.5932,1011010001111011010010110001010010001011001110111011001110111000000100101001111011000101111001000100
70.7934,1011010001111011010010110000010000001011000110111011001110111000000000001001101011000101111001100100
70.8116,1011010001111011010010110000010000001011000110111011001110111000000000001001101011000101111001000100
71.8269,1011010001111011010010110000010010001011001100111011001011011000110100101001010011000100001001100100
71.8269,1011010001111011010010110000010010001011001100111011001011011000110100101001010011000100001001100100
71.8269,1011010001111011010010110000010010001011001100111011001011011000110100101001010011000100001001100100
72.0826,1011010001111011010010110000010010001011001110101011001011011000000100101001111011000101111001001100
72.0826,1011010001111011010010110000010010001011001110101011001011011000000100101001111011000101111001001100
72.1138,1011010001111011010010110001010010001011001100111011001011011000000100101001111011000101111001001100
72.2999,1011010001111011010010110001010010001011001110111011001011011000000100101001101011000101111001001100
72.4619,1011010001111011010010110000010010001011001110111011001011011000000100101001111011000101111001001100
72.477,1011010001111011010010110000010010001011001110111011001011011000000100101001111011000101111001001000
72.549,1011010001111011010010110000010010001011001100111011001011011000000100001001101011000101111001001100
73.0513,1011010001111011010010110000010010001011001110111011001011011000000000001001101011000101111001001100
73.0513,1011010001111011010010110000010010001011001110111011001011011000000000001001101011000101111001001100
73.154,1011010001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001100
73.154,1011010001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001100
73.154,1011010001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001100
73.154,1011010001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001100
73.154,1011010001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001100
73.1691,1011010001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001000
73.1691,1011010001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001000
73.1691,1011010001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001000
73.1691,1011010001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001000
73.1691,1011010001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001000
73.1691,1011010001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001000
73.1691,1011010001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001000
73.1691,1011010001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001000
73.1691,1011010001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001000
73.1691,1011010001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001000
73.1691,1011010001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001000
73.1691,1011010001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001000
73.1691,1011010001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001000
73.3127,0001010001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001000
73.3127,0001010001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001000
73.3127,0001010001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001000
73.3127,0001010001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001000
73.4279,0001110001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001000
73.4279,0001110001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001000
73.4279,0001110001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001000
73.4279,0001110001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001000
73.4279,0001110001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001000
73.4279,0001110001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001000
73.4279,0001110001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001000
73.4279,0001110001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001000
73.4279,0001110001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001000
73.4279,0001110001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001000
73.4279,0001110001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001000
73.4279,0001110001111011010010110000010010001011001100111011001011011000000000001001101011000101111001001000
