Average Fitness,Maximum Fitness,Dominant Fitness
49.1897,58.4327,40.241
52.6924,58.7831,53.5132
54.9245,60.2737,56.1996
56.6289,60.4008,56.8573
58.0128,62.255,58.5009
58.9711,63.1972,59.7652
59.8553,64.0817,60.4008
60.8166,64.108,61.025
61.8059,65.4898,62.4681
62.8477,65.6597,64.0817
63.6792,66.9087,64.0817
64.3601,67.7882,64.9528
64.937,67.7882,65.4898
65.4823,68.1557,65.9346
66.1523,68.9569,67.7882
66.7107,69.1176,67.7882
67.0917,69.3327,67.7882
67.5286,69.9433,68.9569
68.0147,70.174,68.9569
68.345,70.3847,68.9569
68.6461,70.6167,69.3327
69.0105,70.8281,69.9433
69.2721,71.1589,69.9433
69.4663,71.3126,70.3616
69.6597,71.7337,70.7585
69.8572,72.0927,70.7585
69.9941,71.8685,70.9483
70.0704,71.8685,70.9483
70.2528,72.1218,71.1589
70.4846,72.4244,71.8685
70.7321,72.4244,71.8685
70.9444,72.4244,71.8685
71.0007,72.4244,71.8685
71.1628,72.4594,72.1218
71.2993,72.5592,72.1218
71.4549,72.677,72.4244
71.4774,72.677,72.4244
71.5551,72.7023,72.4244
71.4824,72.7202,72.5592
71.5952,72.7202,72.5592
71.6345,72.8211,72.5592
71.6891,72.8649,72.7023
71.6312,72.8855,72.7023
71.7242,72.9559,72.7023
71.6988,72.9836,72.7023
71.8203,73.0921,72.8211
71.7909,73.1579,72.8211
71.8804,73.1579,72.8855
71.9508,73.2664,72.8855
71.9837,73.2664,73.0203
72.0633,73.2927,73.0203
72.1229,73.2927,73.1579
72.0393,73.3477,73.1579
72.1158,73.3477,73.1579
72.2246,73.3477,73.1579
72.1118,73.3477,73.2927
72.2317,73.3477,73.2927
72.2251,73.3477,73.3477
72.2369,73.3477,73.3477
72.3356,73.3477,73.3477
72.2884,73.3477,73.3477
72.3037,73.3477,73.3477
72.1936,73.3477,73.3477
72.2494,73.3477,73.3477
72.2426,73.3477,73.3477
72.2279,73.3477,73.3477
72.2817,73.3477,73.3477
72.299,73.3477,73.3477
72.265,73.3477,73.3477
72.2506,73.3477,73.3477
72.2504,73.3477,73.3477
72.3203,73.3477,73.3477
72.2516,73.3477,73.3477
72.2948,73.3477,73.3477
72.206,73.3477,73.3477
72.3267,73.3477,73.3477
72.3109,73.3477,73.3477
72.2597,73.3477,73.3477
72.2596,73.3477,73.3477
72.2432,73.3477,73.3477
72.274,73.3477,73.3477
72.2562,73.3477,73.3477
72.2401,73.3477,73.3477
72.2821,73.3477,73.3477
72.2625,73.3477,73.3477
72.2889,73.3477,73.3477
72.28,73.3477,73.3477
72.2561,73.3477,73.3477
72.2032,73.3477,73.3477
72.2916,73.3477,73.3477
72.2362,73.3477,73.3477
72.2315,73.3477,73.3477
72.2606,73.3477,73.3477
72.236,73.3477,73.3477
72.2492,73.3477,73.3477
72.2685,73.3477,73.3477
72.2471,73.3477,73.3477
72.2654,73.3477,73.3477
72.2767,73.3477,73.3477
72.2498,73.3477,73.3477
