Fitness,Genome
59.4671,1111101011011000110011111001110010000011001111101011000010110101110111100001011100000101111100011100
60.0176,1111101011111000110011111001110010000011001111101011000010110101110111100001011100000101111110011100
61.1355,1111101010111000110011111001110010000011001111101011001010110101110111100001011100000101111110011100
62.4136,1111111010111000110011101001110010000011001111101011001010110101110111100001011100000101111110011100
62.4136,1111111010111000110011101001110010000011001111101011001010110101110111100001011100000101111110011100
63.6784,1111001011111000110011111001110010001011001111101001100011110101110111100001011110100101111110011100
64.4088,1110010111110001110000011000010111000000111000100111111111001100111010001110011100001110110111110000
64.6787,1100010111110001110000011000010111000000111000100101111101000100111010001110011100001110110111110000
65.6526,1111111010111000110011101001110010000010001011101001001010110100110111100001011100000101111110011100
66.0945,1100010111110001110000011000010111000000111000101100101101000100111010001110011101001110110111110000
66.9266,1100010111110001110000011000010111000000111000101100101101000100111000001110011101001110110111110000
66.9266,1100010111110001110000011000010111000000111000101100101101000100111000001110011101001110110111110000
67.2388,1110010111111001110000011000010111000000111000100101001101000100110110001110011101001110111011110000
68.0522,1111110010101001110011111001110010000000001111001001001010110100110111000001011100000101111110011100
68.5292,1110010111111001111100011000010111000000111000100101001011000100111000001110011101001110111011110000
68.7345,1110010111111001111100011000010111000000111000100101001011000100111000001111011101001110111011110000
68.9371,1100010111110001110010011000010111000000111000101100101101000100111000001111001101001110111100110001
69.2808,1110010111111001111100011000010111000000111000100101001011000100111000001110011101001110111011110100
69.2808,1110010111111001111100011000010111000000111000100101001011000100111000001110011101001110111011110100
69.6636,1100010111110000110010011000010111000000111000101100101101000100111000001101011101001110111100110001
69.8558,1110010111111001000110011000010111000000111000100101001001000100111000001111011101001110111011110100
69.8814,1100010111110001110010011000010111000000111000101100101101000100111000001101011101001110111100110001
70.4107,1100010111110001110011011000010111000000111000101100101101000100111000001110001101001110111100110100
70.6029,1100011111110001110011011000010111000000111000101100100101000100111000001110001101001110111100110001
70.6146,1100010111110000110011011000010111000000111000101100100101000100111000001101011101001110111100110001
70.7299,1100011111110001010011011000010111000000111000101100100101000100111000001110001101001110111100110001
71.0194,1100011110110001110011011000010111000000111000101100100101000100111000001110001101001110111100110001
71.0194,1100011110110001110011011000010111000000111000101100100101000100111000001110001101001110111100110001
71.0916,1100011110110001110011011000010111000000111000101100100101000100111000001110001101001110111100110101
71.1463,1100011110110001010011011000010111000000111000101100100101000100111000001110001101001110111100110001
71.1463,1100011110110001010011011000010111000000111000101100100101000100111000001110001101001110111100110001
71.3495,1100011110110001110011011000010111000000111000101100100101110100111000001110001101001110111100110001
71.3495,1100011110110001110011011000010111000000111000101100100101110100111000001110001101001110111100110001
