Average Fitness,Maximum Fitness,Dominant Fitness
49.4473,61.4087,39.4215
53.1521,62.7401,56.6997
55.9182,63.155,56.5998
58.4324,63.4251,60.8041
60.7032,63.8738,61.4087
61.7813,64.6182,62.4528
62.4655,65.3873,63.4251
63.0015,66.3027,63.4251
63.6592,66.3027,64.52
64.2313,66.8447,66.3027
64.8432,67.3575,66.3027
65.2985,67.6216,66.3027
65.7014,67.9526,66.3027
66.0344,68.3299,66.8709
66.4407,68.6787,67.6216
66.8636,69.1599,67.6216
67.2041,69.6883,68.3299
67.5552,69.8725,68.3299
67.97,70.5447,69.1599
68.3207,70.5633,69.1599
68.7577,70.9974,69.6883
69.088,71.151,69.6883
69.3349,71.151,70.4659
69.5225,71.1942,70.4659
69.7524,72.1096,70.5633
69.9672,72.1096,70.9974
70.1293,72.1096,71.151
70.2812,72.3152,71.151
70.5109,72.3152,71.151
70.7787,72.3152,72.1096
71.044,72.3264,72.1096
71.0826,72.3264,72.1096
71.1914,72.3264,72.3152
71.259,72.3264,72.3152
71.3266,73.3737,72.3152
71.2284,73.3737,72.3264
71.244,73.3737,72.3264
71.2814,73.3737,72.3264
71.3569,73.3737,72.3264
71.6496,73.3737,72.3264
71.9255,73.4849,73.3737
72.1331,73.4849,73.3737
72.2623,73.4849,73.3737
72.1784,73.4849,73.3737
72.2675,73.4849,73.3737
72.3257,73.4939,73.3737
72.2487,73.4939,73.3737
72.3123,73.4939,73.4849
72.3213,73.4939,73.4849
72.3716,73.4939,73.4849
72.2703,73.4939,73.4849
72.2866,73.4939,73.4939
72.3209,73.4939,73.4939
72.3517,73.4939,73.4939
72.3109,73.4939,73.4939
72.3101,73.4939,73.4939
72.3749,73.4939,73.4939
72.3156,73.4964,73.4939
72.3564,73.4964,73.4939
72.3284,73.4964,73.4939
72.4039,73.4964,73.4939
72.3718,73.4964,73.4939
72.4854,73.4964,73.4939
72.3827,73.4964,73.4964
72.3731,73.4964,73.4964
72.3911,73.4964,73.4964
72.4347,73.4964,73.4964
72.372,73.4964,73.4964
72.3936,73.4964,73.4964
72.3976,73.4964,73.4964
72.4507,73.4964,73.4964
72.3683,73.4964,73.4964
72.4046,73.4964,73.4964
72.4169,73.4964,73.4964
72.3947,73.4964,73.4964
72.4234,73.4964,73.4964
72.359,73.5741,73.4964
72.4589,73.5741,73.4964
72.4885,73.5741,73.4964
72.4241,73.5741,73.4964
72.3875,73.5741,73.4964
72.3936,73.7065,73.4964
72.4722,73.7065,73.4964
72.4645,73.7065,73.5741
72.4848,73.7065,73.5741
72.5284,73.7836,73.5741
72.576,73.7836,73.5741
72.6367,73.7836,73.7065
72.6616,73.7836,73.7065
72.6778,73.7836,73.7065
72.6697,73.7836,73.7065
72.7105,73.7836,73.7836
72.7145,73.7836,73.7836
72.7258,73.7836,73.7836
72.7532,73.7836,73.7836
72.7014,73.7836,73.7836
72.7196,73.7836,73.7836
72.7291,73.7836,73.7836
72.767,73.7836,73.7836
72.7048,73.7836,73.7836
