Fitness,Genome
57.1751,0011101101100110111100111100010111000110011110101111010011011111100011101010111110111111001100111110
57.8829,0011101101100110111100111100010111000110011110101111010011011101100011101010111100111111001100111110
59.8934,0010101111100110111100111110010111000110011110101111010011011101100011101010111110111111001100111110
60.2175,0011101101110110111000111100010111000110011110101111010011011101100011101010111100111111001100111110
61.1903,0011101101101110110100111100010111000110011110101111010011011111100011101010111110111111101100111110
63.2469,1001100010000011011101101001011110011100111010001110100011001000110000101000111010101001101011101110
65.1124,1001100010100011011101101001011110011100111010001110100011001000110000101000111010101001101011101110
65.1124,1001100010100011011101101001011110011100111010001110100011001000110000101000111010101001101011101110
66.2411,1001100010100011011101101001011110000000111011101110100011001101110000101000111000101001101111101110
66.8056,1001100010100011011101101001011110011100101010011110100011001000110000101000111010101001101011101110
66.9262,0001100010100011011101101001011110011100111010011110100011011100110000101000111110001001011011101110
68.0609,1001100010100011011101101001011110011100101010011110100011001000110000101000111110101001101011101110
68.0609,1001100010100011011101101001011110011100101010011110100011001000110000101000111110101001101011101110
68.5542,1001110010000011011101101001010010011100111010011110100001011000110000101001111000101001101111101110
69.3926,1001110010100011011111101001010010011100111010011110100001011000110000101001111000101001101011101110
69.7697,1001110010100011011101101001010010011110111010011110100001011000110000101001111000101001101111101110
70.4863,1001100010100011011101101001011110011100101010011110101011011000110000101001111000101001101011101110
70.5465,1001000010100011011101101001010010011100111010011110100001011000110000101001111000101001101011101110
70.5465,1001000010100011011101101001010010011100111010011110100001011000110000101001111000101001101011101110
71.014,1001100010100011011101101001011110011100101010011110101011011000110000101001111000101001101111101110
71.3729,1001000010100011011101101001011111000100111010111110101111011101110000101001111110101001100000011110
71.3729,1001000010100011011101101001011111000100111010111110101111011101110000101001111110101001100000011110
71.7212,1001000010100011011101101001011101000100111010111110101111011101110000101001111110101001100000011110
72.0902,1001000010100011011101101001011111000100111010110110101111011101110000101001111110101001100000011110
72.0902,1001000010100011011101101001011111000100111010110110101111011101110000101001111110101001100000011110
72.2355,1001000010100011011101101001011111000100111010110110101111011101110000101001111100101001100000011110
72.5838,1001000010100011011101101001011101000100111010110110101111011101110000101001111100101001100000011110
73.0928,1001000010100011011101101001011101000100111010110110101011011101110000101001111000101001100000011110
73.0928,1001000010100011011101101001011101000100111010110110101011011101110000101001111000101001100000011110
73.0928,1001000010100011011101101001011101000100111010110110101011011101110000101001111000101001100000011110
73.0928,1001000010100011011101101001011101000100111010110110101011011101110000101001111000101001100000011110
73.0928,1001000010100011011101101001011101000100111010110110101011011101110000101001111000101001100000011110
73.1754,1001100010100011011101101001011101000100111010110110101011011101110000101001111000101001100000011110
73.1754,1001100010100011011101101001011101000100111010110110101011011101110000101001111000101001100000011110
73.1754,1001100010100011011101101001011101000100111010110110101011011101110000101001111000101001100000011110
73.2031,1001100010100011011101101001011101000100111010110110101011011101110000101001111000101001100000010110
73.2031,1001100010100011011101101001011101000100111010110110101011011101110000101001111000101001100000010110
73.2031,1001100010100011011101101001011101000100111010110110101011011101110000101001111000101001100000010110
73.3598,1001000010100011011101101001011101000100111010110110101011011101110000101001111000101001100000010100
73.4424,1001100010100011011101101001011101000100111010110110101011011101110000101001111000101001100000010100
73.4622,1001100010100011011101101001011101000100111010110110101011011101110000101101111000101001100000010100
73.4622,1001100010100011011101101001011101000100111010110110101011011101110000101101111000101001100000010100
73.4622,1001100010100011011101101001011101000100111010110110101011011101110000101101111000101001100000010100
73.4622,1001100010100011011101101001011101000100111010110110101011011101110000101101111000101001100000010100
73.4622,1001100010100011011101101001011101000100111010110110101011011101110000101101111000101001100000010100
73.4622,1001100010100011011101101001011101000100111010110110101011011101110000101101111000101001100000010100
73.4622,1001100010100011011101101001011101000100111010110110101011011101110000101101111000101001100000010100
73.4622,1001100010100011011101101001011101000100111010110110101011011101110000101101111000101001100000010100
73.6985,1001100010100011011101101001011101000100110110110110101011011101110000101101111000101001100000010100
73.6985,1001100010100011011101101001011101000100110110110110101011011101110000101101111000101001100000010100
73.6985,1001100010100011011101101001011101000100110110110110101011011101110000101101111000101001100000010100
73.6985,1001100010100011011101101001011101000100110110110110101011011101110000101101111000101001100000010100
73.6985,1001100010100011011101101001011101000100110110110110101011011101110000101101111000101001100000010100
73.6985,1001100010100011011101101001011101000100110110110110101011011101110000101101111000101001100000010100
73.6985,1001100010100011011101101001011101000100110110110110101011011101110000101101111000101001100000010100
73.6985,1001100010100011011101101001011101000100110110110110101011011101110000101101111000101001100000010100
73.6985,1001100010100011011101101001011101000100110110110110101011011101110000101101111000101001100000010100
73.6985,1001100010100011011101101001011101000100110110110110101011011101110000101101111000101001100000010100
73.6985,1001100010100011011101101001011101000100110110110110101011011101110000101101111000101001100000010100
73.6985,1001100010100011011101101001011101000100110110110110101011011101110000101101111000101001100000010100
73.8277,1001100010100011011101101001011101000101100110110110101011011101110000101101111000101001100000010100
73.8277,1001100010100011011101101001011101000101100110110110101011011101110000101101111000101001100000010100
73.8277,1001100010100011011101101001011101000101100110110110101011011101110000101101111000101001100000010100
73.8277,1001100010100011011101101001011101000101100110110110101011011101110000101101111000101001100000010100
73.8277,1001100010100011011101101001011101000101100110110110101011011101110000101101111000101001100000010100
73.8277,1001100010100011011101101001011101000101100110110110101011011101110000101101111000101001100000010100
73.8277,1001100010100011011101101001011101000101100110110110101011011101110000101101111000101001100000010100
73.8277,1001100010100011011101101001011101000101100110110110101011011101110000101101111000101001100000010100
73.8277,1001100010100011011101101001011101000101100110110110101011011101110000101101111000101001100000010100
73.8277,1001100010100011011101101001011101000101100110110110101011011101110000101101111000101001100000010100
73.8277,1001100010100011011101101001011101000101100110110110101011011101110000101101111000101001100000010100
73.8277,1001100010100011011101101001011101000101100110110110101011011101110000101101111000101001100000010100
73.8277,1001100010100011011101101001011101000101100110110110101011011101110000101101111000101001100000010100
