Average Fitness,Maximum Fitness,Dominant Fitness
49.1349,58.9053,40.2429
52.8107,58.9053,54.0969
55.2974,59.5259,57.3578
56.9944,61.0994,57.3578
58.1618,62.2374,58.7975
59.2675,63.4939,58.7975
60.3303,64.1766,61.0994
61.2553,65.5089,62.2374
62.1679,66.1759,62.2374
62.9542,66.1759,63.4939
63.7721,67.3976,65.5089
64.5552,67.3976,65.5089
65.0744,67.749,66.1759
65.6324,68.1573,66.1759
66.1256,68.4535,66.7453
66.642,69.3604,67.2881
67.0224,69.5141,68.0644
67.3804,69.6299,68.0644
67.7776,70.0616,69.3604
68.1521,70.6412,69.3604
68.5131,70.793,69.3604
68.7725,70.9787,69.5141
69.0476,71.0493,69.8276
69.4131,72.0515,70.6412
69.6349,72.0515,70.6412
69.9073,72.1223,70.961
70.2796,72.2281,71.7609
70.6457,72.3713,71.7609
70.8741,72.4598,72.0515
71.07,72.5656,72.0515
71.1779,73.2732,72.0515
71.2538,73.2732,72.2281
71.4031,73.2732,72.4598
71.5546,73.2732,72.4598
71.7813,73.2732,73.2732
71.984,73.2732,73.2732
72.121,73.2732,73.2732
72.1263,73.2732,73.2732
72.0793,73.2732,73.2732
72.1422,73.5352,73.2732
72.1802,73.5352,73.2732
72.2237,73.5352,73.2732
72.1497,73.5352,73.2732
72.1905,73.5352,73.2732
72.2257,73.5352,73.2732
72.3411,73.5352,73.5352
72.3503,73.5352,73.5352
72.4483,73.5352,73.5352
72.4695,73.5352,73.5352
72.4444,73.7032,73.5352
72.4412,73.5352,73.5352
72.4561,73.5352,73.5352
72.4254,73.5352,73.5352
72.4565,73.5352,73.5352
72.372,73.5352,73.5352
72.4524,73.5352,73.5352
72.4032,73.5352,73.5352
72.4528,73.5352,73.5352
72.4534,73.5352,73.5352
72.4865,73.5352,73.5352
72.4154,73.5352,73.5352
72.4097,73.5352,73.5352
72.4322,73.5352,73.5352
72.4132,73.5352,73.5352
72.4193,73.5352,73.5352
72.3538,73.5352,73.5352
72.451,73.5352,73.5352
72.4546,73.5352,73.5352
72.4175,73.5352,73.5352
72.4185,73.5352,73.5352
72.3523,73.5352,73.5352
72.394,73.5352,73.5352
72.4516,73.5352,73.5352
72.4126,73.5352,73.5352
72.3784,73.5352,73.5352
72.4348,73.7032,73.5352
72.4289,73.7032,73.5352
72.4375,73.7032,73.5352
72.4384,73.7032,73.5352
72.4167,73.7032,73.5352
72.4959,73.7032,73.5352
72.4266,73.7032,73.5352
72.4912,73.7032,73.5352
72.5449,73.7032,73.7032
72.6831,73.7032,73.7032
72.5807,73.7032,73.7032
72.5869,73.7032,73.7032
72.5979,73.7032,73.7032
72.564,73.7032,73.7032
72.5936,73.7032,73.7032
72.5873,73.9261,73.7032
72.6345,73.9261,73.7032
72.6413,73.9261,73.7032
72.6204,73.9261,73.7032
72.6167,73.9261,73.7032
72.6502,73.9261,73.7032
72.7295,73.9261,73.9261
72.8454,73.9261,73.9261
72.7918,73.9261,73.9261
72.8022,73.9261,73.9261
