Average Fitness,Maximum Fitness,Dominant Fitness
50.5855,57.7256,41.7332
53.9722,58.8942,54.4087
55.9419,59.5647,56.4039
57.1879,60.2924,57.3072
58.2119,61.1219,58.5798
59.2554,62.5177,59.7381
60.1249,63.0727,60.958
60.9029,63.4975,60.958
61.6286,63.9655,62.3447
62.1925,64.7506,63.0727
62.7019,65.4888,63.1805
63.1788,65.6371,63.4975
63.6403,65.8575,64.6799
64.1918,67.124,64.6799
64.6495,67.6122,65.6371
65.1693,68.0577,65.6371
65.6612,68.1464,66.1945
66.2152,68.6347,67.124
66.7185,68.9426,67.6122
67.2047,69.4191,68.0577
67.6099,69.5035,68.0773
67.8857,70.4416,68.6347
68.306,70.4416,69.4191
68.6189,70.7677,69.4191
68.9571,71.2767,69.4191
69.3588,71.3112,70.4416
69.7054,71.6373,70.4416
69.9517,72.1008,71.1467
70.2248,72.5562,71.1467
70.4319,72.5562,71.1467
70.6657,72.5789,71.6373
70.8388,72.8823,71.6373
71.1014,72.9267,72.5562
71.4091,72.9604,72.5562
71.6431,73.1524,72.5562
71.7781,73.1647,72.5562
71.8419,73.3674,72.8823
71.9349,73.3674,72.9267
72.0692,73.4785,73.1647
72.1857,73.4785,73.1647
72.2118,73.5116,73.1647
72.3911,73.5116,73.3674
72.4002,73.5116,73.3674
72.4403,73.8377,73.4785
72.4475,73.8377,73.4785
72.482,73.8377,73.5116
72.5808,73.8377,73.5116
72.5877,73.8377,73.5116
72.6931,73.8377,73.8377
72.834,73.8773,73.8377
72.8576,73.8773,73.8377
72.8433,73.8773,73.8377
72.835,73.8773,73.8377
72.8022,73.8773,73.8377
72.8434,73.8773,73.8377
72.7726,73.9173,73.8377
72.7993,73.9173,73.8377
72.8606,73.9173,73.8773
72.922,73.9239,73.8773
72.8421,74.0265,73.8773
72.8422,74.0265,73.8773
72.943,74.2437,73.9173
72.8981,74.2437,73.9173
72.9178,74.2437,73.9173
72.9634,74.2437,73.9173
72.9656,74.2437,74.0265
72.9908,74.2437,74.0265
73.0803,74.2837,74.0265
73.1512,74.3929,74.2437
73.2227,74.3929,74.2437
73.1967,74.3929,74.2437
73.3021,74.3929,74.2437
73.266,74.3929,74.2437
73.2234,74.3929,74.3929
73.3244,74.3929,74.3929
73.3053,74.3929,74.3929
73.3227,74.3929,74.3929
73.376,74.3929,74.3929
73.3529,74.3929,74.3929
73.3416,74.3929,74.3929
73.3724,74.3929,74.3929
73.2996,74.3929,74.3929
73.3475,74.3929,74.3929
73.3565,74.3929,74.3929
73.3856,74.5382,74.3929
73.261,74.5382,74.3929
73.3186,74.5382,74.3929
73.3777,74.5382,74.3929
73.3589,74.5382,74.3929
73.4171,74.5382,74.5382
73.4739,74.5382,74.5382
73.4204,74.5382,74.5382
73.4024,74.5382,74.5382
73.4842,74.5382,74.5382
73.4708,74.5382,74.5382
73.5223,74.5382,74.5382
73.4324,74.5382,74.5382
73.3755,74.5382,74.5382
73.4183,74.5382,74.5382
73.4751,74.5382,74.5382
