Average Fitness,Maximum Fitness,Dominant Fitness
49.5691,58.1038,41.6209
53.1125,60.2283,54.5675
55.4496,60.2283,56.887
57.0836,61.4819,56.887
58.4839,62.2813,60.2283
59.6223,62.9572,60.2283
60.4866,63.6831,60.2283
61.1958,63.8812,62.2813
61.8274,64.7652,62.2813
62.4693,64.9711,63.6682
63.0508,66.8475,63.6831
63.5905,66.8475,63.6831
64.1381,67.2159,64.9711
64.7093,67.3842,64.9711
65.3166,68.4103,66.0736
65.9622,68.5325,66.8475
66.5522,69.1026,67.2159
67.0464,69.2209,67.6159
67.3995,69.5088,68.4005
67.7584,69.6035,68.5325
68.1263,70.1527,68.5325
68.3815,70.5923,69.5088
68.781,71.185,69.5088
68.982,71.5423,69.5088
69.2348,71.5423,69.9918
69.5668,71.5984,70.5845
69.8452,71.9738,70.5845
70.0862,72.2441,71.5423
70.2966,72.2441,71.5423
70.5622,72.2441,71.5423
70.717,72.2441,71.5423
70.8337,72.5977,71.9738
70.9956,72.6157,71.9738
71.1232,72.6157,72.2441
71.3299,72.6157,72.2441
71.4448,72.8187,72.2441
71.4888,72.8187,72.5977
71.591,72.8187,72.5977
71.6484,73.2579,72.5977
71.6682,73.2579,72.6157
71.6906,73.2941,72.6176
71.7733,73.2941,72.8187
71.9615,73.8235,72.8187
72.0811,73.8235,73.2579
72.2093,73.8235,73.2579
72.2621,73.8235,73.2579
72.3318,73.8736,73.2579
72.5047,73.8736,73.8235
72.6436,73.8736,73.8235
72.7883,73.9185,73.8235
72.811,73.8916,73.8235
72.7931,73.8916,73.8736
72.7608,73.9098,73.8736
72.8242,73.9098,73.8736
72.7951,74.0191,73.8916
72.7799,74.0191,73.8916
72.8646,74.0191,73.8916
72.869,74.0191,73.8916
72.8737,74.0191,73.9098
72.8752,74.0191,73.9098
72.8992,74.0191,73.9098
72.9259,74.0191,73.9098
72.9638,74.1339,74.0191
72.9397,74.1443,74.0191
73.0214,74.1443,74.0191
73.0256,74.1443,74.0191
72.9624,74.1623,74.0191
72.9976,74.3102,74.0372
72.9801,74.3102,74.0372
73.0198,74.3102,74.0372
72.9661,74.3102,74.1443
73.0596,74.3102,74.1443
73.1284,74.3102,74.1443
73.1608,74.3102,74.3102
73.1612,74.3102,74.3102
73.2662,74.3102,74.3102
73.2728,74.3102,74.3102
73.1948,74.3102,74.3102
73.2203,74.3235,74.3102
73.1932,74.3235,74.3102
73.2514,74.3235,74.3102
73.255,74.3235,74.3102
73.1907,74.3235,74.3102
73.2066,74.3235,74.3102
73.2421,74.3235,74.3235
73.2239,74.3235,74.3235
73.2139,74.3235,74.3235
73.2196,74.4382,74.3235
73.2017,74.4382,74.3235
73.149,74.4382,74.3235
73.2939,74.4382,74.3235
73.2756,74.4382,74.3235
73.2358,74.9975,74.3235
73.2446,74.4382,74.3235
73.2324,74.4382,74.3235
73.2852,74.9975,74.4382
73.3102,74.9975,74.4382
73.319,74.9975,74.4382
73.3977,74.9975,74.4382
73.4426,74.9975,74.4382
