Average Fitness,Maximum Fitness,Dominant Fitness
49.3614,59.1843,41.4582
52.804,59.1843,53.1662
55.1577,59.3375,56.7562
56.8504,60.0927,56.7562
58.1801,61.1091,59.1843
59.0052,61.6102,59.1843
59.661,62.6716,60.0927
60.2178,62.826,60.997
60.8129,63.3676,61.1091
61.3775,64.1152,62.6716
61.9843,64.4694,62.6716
62.4939,64.9383,62.6716
62.9467,64.9383,63.3676
63.4444,65.5336,64.2085
63.7724,66.0233,64.5964
64.1322,66.4824,64.5964
64.5223,66.9323,65.5305
64.8344,67.7469,65.5305
65.1425,67.7469,66.0197
65.3712,67.7469,66.0197
65.7266,67.9266,66.4824
66.1363,68.3841,66.4824
66.4554,68.4707,67.7469
66.7814,68.6431,67.7469
66.9899,68.7707,67.7469
67.2665,68.8619,67.9266
67.438,68.9504,68.4707
67.5588,68.9504,68.4707
67.6898,69.0416,68.6431
67.8122,69.2134,68.6431
67.9221,69.215,68.9504
68.0426,69.3062,68.9504
68.0598,69.3062,68.9504
68.0847,69.4615,69.0416
68.2508,69.4615,69.0416
68.2808,69.4615,69.215
68.338,69.4933,69.3062
68.3742,69.5398,69.3062
68.4376,69.852,69.3062
68.4749,69.852,69.3062
68.5615,70.082,69.4615
68.6052,70.082,69.4615
68.7046,69.8918,69.4615
68.741,70.2151,69.852
68.9297,70.2151,69.852
68.9461,70.2548,69.852
69.0323,70.2548,69.852
69.0893,70.2548,70.2151
69.0997,70.4384,70.2151
69.1892,70.4384,70.2151
69.2211,70.4384,70.2151
69.2373,70.4782,70.2548
69.3104,70.6539,70.2548
69.3326,70.7641,70.2548
69.3708,70.7641,70.2548
69.5198,71.543,70.4384
69.5616,71.543,70.4384
69.6763,71.543,70.6539
69.8298,71.543,70.6539
69.9894,71.543,71.543
70.2396,71.5827,71.543
70.4495,71.5827,71.543
70.5199,71.5827,71.543
70.5449,71.6944,71.543
70.5253,71.6944,71.543
70.5476,71.6944,71.5827
70.5372,71.6944,71.5827
70.594,71.6944,71.5827
70.4917,71.7341,71.5827
70.5973,72.1455,71.6944
70.5949,72.1853,71.6944
70.7353,72.1853,71.6944
70.7329,72.1853,71.6944
70.88,72.1853,72.1455
71.0262,72.2757,72.1455
71.1137,72.2757,72.1853
71.0985,72.2757,72.1853
71.1525,72.2757,72.1853
71.0831,72.2757,72.1853
71.0756,72.2757,72.1853
71.1228,72.2757,72.1853
71.1623,72.2757,72.2757
71.1629,72.2757,72.2757
71.1922,72.2757,72.2757
71.1933,72.2757,72.2757
71.1837,72.2757,72.2757
71.1908,72.2757,72.2757
71.2567,72.2757,72.2757
71.2078,72.2757,72.2757
71.2747,72.2757,72.2757
71.1866,72.2757,72.2757
71.2541,72.3116,72.2757
71.2413,72.3116,72.2757
71.2516,72.3116,72.2757
71.2306,72.3116,72.2757
71.2339,72.3116,72.2757
71.247,72.3116,72.2757
71.2617,72.3116,72.2757
71.2351,72.3116,72.3116
71.2679,72.6551,72.3116
