Fitness,Genome
57.2874,1011000101010101101111010011110110010101010100001111101000110110101100111011111000000010001111001101
57.8247,0101101000111101001011100101001011110000010011000110001011110101111001111001010100111100111110100001
59.038,1011000101010101101111010011110110010101010100001111101000110110101111111011111000000010011111001101
61.0261,1011000101010101101111010011110110010101010100001111101000110110101111111011111000010010011111011101
61.1235,1011000101010101101111010011110110010101010100001111101010110110101111111011111000001010011111001100
62.3442,1001000101010101101111010011110110010101010100001111101100110110101111111011111000010010011111011101
62.675,1011000101000101101111010011110110010101010001001111101100110110101100111011111100000110011111001100
63.8122,1011000101110101101111010011110111010101010100001111101000110110101111111011111000010010111111011101
64.1681,1011000111010101101111010011110100010000010100001111101000110110101111111011111000000110011111001100
64.9668,1011000101110101001111010011110111010101010101001111101000110110101111111011111000010000011111011100
65.9316,1011000101000101101111010011110111100101010001001111101100110110101100111011111100000110111111011100
67.7762,1011000111010101101111010011110100010000011100001111101100110110101111110011111000000110011111011100
67.7814,1011000111010101101111010011110100010000011100001111101100110110101111110011111000000110011110011100
68.0978,1011000111010101111111010011110100010000011100001111101100110110101111110001111000000110011111011100
68.3836,1011001111010101110111010011110100110000011110001111101100110110101111110011111000000110111111011100
68.6181,1011000111010101111111010011110100010000011100001111101100110110101111110011111000000110011111011100
68.6181,1011000111010101111111010011110100010000011100001111101100110110101111110011111000000110011111011100
69.2766,1011000111010101111111010011110100010000011100001111101100110110101111110011111010000110011111011100
69.2766,1011000111010101111111010011110100010000011100001111101100110110101111110011111010000110011111011100
69.2766,1011000111010101111111010011110100010000011100001111101100110110101111110011111010000110011111011100
69.5371,1011000111010101110111010011110100110000011110001111101100110110101111110011111110100110011111011100
69.5417,1011000111010101111111010111110100110000011100001111101100110110101111110001010000000111011111011100
69.7133,1011000111010101111111010011110100010000101100000111101100110110101111110011110100000110111111011100
70.1007,1011000111010101110111010011110100110000011110001111101100110110101111110011111110100110111111011100
70.2265,1011000111010101111111010011110100110000011110001111101100110110101111110011111110100110111111011100
70.2265,1011000111010101111111010011110100110000011110001111101100110110101111110011111110100110111111011100
70.6064,1011000111010101110111010011110100110000011111000111101100110110101111110011111110100110111111011100
70.6064,1011000111010101110111010011110100110000011111000111101100110110101111110011111110100110111111011100
70.8299,1011000111010101111111010111110100010000011100001111101100110110101111110011111110100110111110011100
71.0779,1011000111010101111111010011110100110000011110100111101100110110101111110011111110100110111111011100
70.8299,1011000111010101111111010111110100010000011100001111101100110110101111110011111110100110111110011100
70.8299,1011000111010101111111010111110100010000011100001111101100110110101111110011111110100110111110011100
70.9946,1011000111010101111111010111110000010000011100001111101100110110101111110011111110100110111110011100
71.182,1011000111010101110111010011110100010000011110100011101100110110101111110011111110100110111111011100
71.182,1011000111010101110111010011110100010000011110100011101100110110101111110011111110100110111111011100
71.318,1011001100110101110111010011110100010000011110011111101100110110101111110011111110100110111111011100
